Time,CWND
0.5011250972747803,2
0.5011250972747803,2
1.5035607814788818,4
1.5035607814788818,4
2.0043158531188965,8
2.0043158531188965,8
2.505847454071045,9
2.505847454071045,9
3.0072758197784424,10
3.0072758197784424,10
