Time,CWND
0.5014867782592773,1
2.0114991664886475,1
3.014901876449585,1
4.530003547668457,1
6.040898561477661,1
7.04311466217041,1
8.044627904891968,2
9.046428918838501,3
10.049009561538696,7
11.051204919815063,28
11.553188800811768,416
